IdHaulStage,CycleStage,Date,Time,TimeZone,IdHaul,Weight,IdHaulGroup,ProductName,TruckAssetNumber,TruckMakeName,TruckModelName,LoaderAssetNumber,LoaderMakeName,LoaderModelName,LoaderStatus,LocationSource,LocationDump,LocationLoad,Comments,NameFirst,NameLast,Shift
5,6,2025-04-25,07:31:00,MST,9522,151.84962377490734,1,Tailings,164,CAT,777D,39,Komatsu,T282E,Idle,Pit 1,Pit 2,Waste Pile A,,Emily,Wilson,Morning
3,4,2025-06-14,00:49:00,MST,8275,82.97185168907173,2,Copper Ore,745,Komatsu,T282E,9,Liebherr,T282E,Operating,Pit 1,Pit 2,Pit 1,,Robert,Moore,Night
4,9,2025-02-10,11:20:00,MST,7268,121.12676712419962,3,D&E,507,Komatsu,T282E,71,CAT,777D,Maintenance,Pit 2,Pit 2,Pit 1,,Daniel,Anderson,Morning
3,3,2025-01-20,10:37:00,MST,1660,130.78851570685805,2,Waste Rock,638,Liebherr,T282E,33,Komatsu,777D,Operating,Pit 2,Waste Pile A,Pit 2,,Ben,Johnson,Morning
5,4,2025-05-21,23:01:00,MST,2943,196.09439953514604,1,D&E,913,Liebherr,T282E,13,CAT,6810,Operating,Waste Pile A,Waste Pile B,Waste Pile B,,Michael,Miller,Night
1,7,2025-02-02,14:12:00,MST,8549,141.6076331872432,2,Tailings,513,Liebherr,T282E,13,Komatsu,777D,Maintenance,Waste Pile A,Waste Pile A,Pit 2,,David,Brown,Morning
2,9,2025-01-13,09:02:00,MST,7263,84.06154340085942,2,Waste Rock,717,CAT,6810,21,CAT,777D,Operating,Pit 2,Waste Pile A,Pit 1,,Robert,Moore,Morning
2,7,2025-02-02,16:46:00,MST,9422,145.01125913458168,1,D&E,315,Liebherr,T282E,37,Liebherr,777D,Maintenance,Pit 2,Waste Pile B,Waste Pile B,,Robert,Moore,Afternoon
4,6,2025-06-26,20:57:00,MST,6145,165.33721495678424,2,D&E,364,Liebherr,T282E,24,Liebherr,T282E,Idle,Pit 1,Pit 2,Pit 1,,Robert,Moore,Afternoon
3,5,2025-05-22,16:50:00,MST,5731,166.3334995756955,2,D&E,288,Liebherr,6810,98,CAT,6810,Operating,Waste Pile B,Pit 2,Waste Pile B,,Sarah,Davis,Afternoon
4,6,2025-01-05,16:11:00,MST,9054,60.45153148028817,1,D&E,757,Liebherr,T282E,62,CAT,6810,Operating,Pit 1,Waste Pile B,Pit 1,,Michael,Miller,Afternoon
1,8,2025-06-10,07:10:00,MST,8242,130.90062515822953,1,Tailings,133,Liebherr,T282E,55,Komatsu,T282E,Operating,Pit 1,Pit 1,Pit 1,,David,Brown,Morning
1,1,2025-01-08,01:32:00,MST,4264,61.47031762186654,2,Tailings,449,Liebherr,777D,35,Komatsu,777D,Maintenance,Pit 2,Pit 2,Pit 2,,Michael,Miller,Night
4,4,2025-06-20,11:13:00,MST,1250,109.32460139262511,1,Tailings,546,CAT,6810,81,Komatsu,6810,Maintenance,Pit 2,Waste Pile A,Pit 1,,Sarah,Davis,Morning
5,7,2025-02-13,10:46:00,MST,3255,74.6374601488082,3,Tailings,610,Komatsu,777D,62,CAT,T282E,Operating,Waste Pile A,Waste Pile A,Waste Pile B,,Ashley,Thomas,Morning
3,8,2025-01-06,08:19:00,MST,6413,125.87577443600183,3,Waste Rock,729,CAT,T282E,21,Liebherr,777D,Maintenance,Waste Pile A,Waste Pile A,Waste Pile A,,Ben,Johnson,Morning
5,1,2025-04-21,18:05:00,MST,9054,167.22418263932846,1,Copper Ore,153,Komatsu,T282E,54,Komatsu,6810,Idle,Pit 1,Waste Pile B,Waste Pile A,,Ashley,Thomas,Afternoon
2,1,2025-06-30,01:56:00,MST,1963,89.09990916397027,1,Copper Ore,798,Liebherr,T282E,54,CAT,6810,Maintenance,Pit 2,Waste Pile B,Waste Pile B,,Emily,Wilson,Night
3,9,2025-03-16,00:52:00,MST,5406,91.27410983787891,3,Copper Ore,711,CAT,6810,10,Liebherr,777D,Operating,Waste Pile A,Waste Pile B,Pit 2,,Ashley,Thomas,Night
2,1,2025-04-05,18:28:00,MST,3572,65.65193465892696,3,Copper Ore,511,CAT,6810,91,Komatsu,T282E,Idle,Pit 2,Waste Pile B,Waste Pile A,water from rain,Robert,Moore,Afternoon
2,8,2025-01-01,04:12:00,MST,2011,86.96980116557077,2,Tailings,522,Komatsu,T282E,67,Komatsu,T282E,Operating,Pit 2,Pit 2,Pit 1,,Sarah,Davis,Night
3,1,2025-06-12,18:31:00,MST,9274,152.59267515867333,1,Copper Ore,331,Liebherr,T282E,51,CAT,T282E,Idle,Waste Pile A,Pit 2,Waste Pile A,,David,Brown,Afternoon
1,10,2025-01-16,01:55:00,MST,5250,165.31915286419752,3,Tailings,939,CAT,T282E,59,CAT,T282E,Maintenance,Waste Pile A,Waste Pile A,Pit 1,,Daniel,Anderson,Night
1,10,2025-06-18,16:46:00,MST,4256,182.33457808339796,2,Waste Rock,654,Komatsu,777D,94,Komatsu,6810,Operating,Waste Pile B,Waste Pile A,Pit 2,,David,Brown,Afternoon
3,8,2025-03-02,06:30:00,MST,9705,155.9478597923885,2,D&E,524,CAT,T282E,37,Komatsu,777D,Operating,Waste Pile A,Waste Pile A,Pit 2,,Sarah,Davis,Morning
4,8,2025-01-02,21:25:00,MST,7257,104.57539276808535,2,Waste Rock,513,Liebherr,T282E,54,CAT,T282E,Maintenance,Waste Pile A,Pit 2,Waste Pile B,,Michael,Miller,Evening
3,4,2025-05-13,09:45:00,MST,2215,148.24417747609806,3,D&E,355,Komatsu,6810,77,Liebherr,6810,Operating,Waste Pile A,Waste Pile A,Waste Pile B,,Michael,Miller,Morning
4,1,2025-02-01,04:45:00,MST,8972,151.5910116637404,1,D&E,205,Liebherr,T282E,64,Liebherr,777D,Maintenance,Waste Pile A,Waste Pile B,Pit 2,,Sarah,Davis,Night
5,1,2025-03-20,20:07:00,MST,7486,65.14182086797604,1,Copper Ore,707,Komatsu,6810,28,CAT,6810,Operating,Waste Pile A,Waste Pile B,Waste Pile A,,Robert,Moore,Afternoon
2,2,2025-02-04,10:58:00,MST,1102,109.83178301044165,2,D&E,445,CAT,777D,30,Liebherr,777D,Maintenance,Waste Pile A,Pit 1,Waste Pile B,,Maria,Williams,Morning
2,7,2025-02-07,04:16:00,MST,9802,60.50645106979351,1,D&E,232,Komatsu,T282E,43,Komatsu,6810,Idle,Waste Pile B,Waste Pile A,Pit 1,,Emily,Wilson,Night
5,1,2025-02-06,17:43:00,MST,6748,145.4561068018504,1,Tailings,598,Komatsu,777D,95,Komatsu,T282E,Operating,Waste Pile B,Waste Pile B,Pit 1,,David,Brown,Afternoon
4,6,2025-04-28,15:00:00,MST,7127,101.86446381404599,1,Waste Rock,387,Liebherr,6810,63,Komatsu,777D,Operating,Waste Pile B,Waste Pile B,Waste Pile B,,Michael,Miller,Afternoon
5,4,2025-04-21,13:29:00,MST,3374,126.79720973509414,1,D&E,982,CAT,777D,2,CAT,777D,Operating,Pit 2,Waste Pile A,Waste Pile A,,David,Brown,Morning
1,1,2025-02-12,16:26:00,MST,9799,195.93371831142412,2,Copper Ore,240,Liebherr,777D,1,Komatsu,777D,Operating,Pit 2,Pit 2,Waste Pile B,,Maria,Williams,Afternoon
2,10,2025-06-13,20:26:00,MST,8556,163.25253571191212,1,Tailings,612,Liebherr,777D,54,Komatsu,6810,Maintenance,Pit 2,Waste Pile A,Pit 1,,Daniel,Anderson,Afternoon
5,3,2025-06-03,05:14:00,MST,8838,74.40928741135554,2,Tailings,180,Komatsu,T282E,47,CAT,6810,Operating,Pit 1,Pit 2,Pit 1,,Jessica,Taylor,Night
3,3,2025-01-11,13:05:00,MST,8120,121.86581963484208,3,Waste Rock,615,CAT,6810,37,Liebherr,777D,Operating,Pit 1,Pit 2,Waste Pile B,,Ashley,Thomas,Morning
4,5,2025-06-29,16:19:00,MST,7994,184.0106861587702,1,Copper Ore,734,Liebherr,777D,80,Liebherr,T282E,Operating,Waste Pile A,Pit 2,Waste Pile B,,Ashley,Thomas,Afternoon
2,10,2025-06-18,18:11:00,MST,4960,107.44817836511425,2,Tailings,544,CAT,777D,9,Komatsu,777D,Operating,Waste Pile B,Waste Pile A,Waste Pile A,,Daniel,Anderson,Afternoon
3,10,2025-04-10,04:00:00,MST,8219,63.06744699536486,1,Tailings,261,Liebherr,777D,66,Komatsu,T282E,Maintenance,Waste Pile A,Pit 1,Waste Pile A,,Jessica,Taylor,Night
1,2,2025-05-12,21:34:00,MST,9516,98.0371835974842,2,Waste Rock,245,CAT,777D,96,Liebherr,777D,Operating,Pit 1,Waste Pile A,Pit 1,,David,Brown,Evening
5,6,2025-02-28,15:31:00,MST,5773,63.11493282685676,2,Copper Ore,969,Liebherr,6810,50,Liebherr,6810,Maintenance,Pit 2,Pit 1,Waste Pile B,,Robert,Moore,Afternoon
2,10,2025-03-16,03:58:00,MST,3252,186.48088690967796,1,D&E,941,Liebherr,T282E,20,CAT,6810,Idle,Waste Pile B,Waste Pile B,Pit 1,,Sarah,Davis,Night
3,7,2025-05-23,23:46:00,MST,5254,181.205065523835,3,D&E,149,Liebherr,777D,32,Komatsu,T282E,Maintenance,Pit 2,Pit 1,Pit 1,,Daniel,Anderson,Night
1,9,2025-06-19,19:28:00,MST,2238,100.38306606362889,1,Waste Rock,967,CAT,777D,60,Liebherr,777D,Operating,Pit 1,Waste Pile B,Waste Pile A,,Emily,Wilson,Afternoon
4,10,2025-04-16,18:09:00,MST,2985,86.44359790011825,2,D&E,737,Komatsu,777D,55,Liebherr,777D,Idle,Waste Pile B,Waste Pile A,Waste Pile A,,Daniel,Anderson,Afternoon
4,9,2025-05-29,04:44:00,MST,1955,87.7757045555916,2,Tailings,470,Liebherr,T282E,41,CAT,777D,Operating,Waste Pile B,Pit 2,Pit 2,,Maria,Williams,Night
1,6,2025-03-19,02:03:00,MST,8205,138.93471248874573,2,Copper Ore,382,CAT,T282E,48,Komatsu,777D,Maintenance,Waste Pile B,Pit 1,Waste Pile B,,Emily,Wilson,Night
2,2,2025-01-17,12:49:00,MST,6702,184.77071040259733,1,Copper Ore,239,CAT,777D,72,Liebherr,777D,Maintenance,Pit 1,Waste Pile A,Waste Pile A,,Sarah,Davis,Morning
3,1,2025-05-23,06:54:00,MST,1412,153.86308478373854,3,Tailings,880,CAT,6810,30,Liebherr,6810,Maintenance,Pit 2,Pit 1,Pit 1,,Ben,Johnson,Morning
2,9,2025-03-20,06:40:00,MST,8705,60.856792394100694,2,Waste Rock,949,Liebherr,777D,39,Liebherr,6810,Maintenance,Waste Pile B,Waste Pile A,Pit 2,,Ben,Johnson,Morning
4,3,2025-04-26,15:32:00,MST,9901,125.08665848241091,2,D&E,658,Komatsu,777D,53,CAT,777D,Idle,Pit 2,Pit 2,Waste Pile B,,Maria,Williams,Afternoon
2,9,2025-01-24,19:36:00,MST,1241,188.6233153037423,3,Tailings,421,CAT,T282E,4,CAT,T282E,Maintenance,Waste Pile A,Waste Pile B,Waste Pile A,,Emily,Wilson,Afternoon
2,8,2025-05-08,16:44:00,MST,2896,94.75993784489725,1,Copper Ore,541,Komatsu,T282E,53,Komatsu,6810,Maintenance,Waste Pile B,Waste Pile B,Waste Pile B,,Ben,Johnson,Afternoon
5,2,2025-01-07,20:51:00,MST,4020,159.24150657680644,1,Tailings,617,Komatsu,777D,96,CAT,777D,Maintenance,Pit 1,Waste Pile B,Waste Pile A,,Sarah,Davis,Afternoon
2,7,2025-01-11,19:37:00,MST,4499,171.07824894405246,1,D&E,779,CAT,777D,44,Komatsu,777D,Operating,Waste Pile B,Pit 2,Waste Pile B,,Ben,Johnson,Afternoon
1,9,2025-01-31,13:18:00,MST,3384,84.88448125393855,2,Copper Ore,506,Liebherr,T282E,45,CAT,T282E,Maintenance,Pit 1,Waste Pile A,Waste Pile B,,Michael,Miller,Morning
5,9,2025-06-27,01:19:00,MST,5347,161.3225073324675,2,D&E,425,Liebherr,T282E,27,CAT,T282E,Maintenance,Pit 1,Pit 1,Waste Pile B,,Robert,Moore,Night
2,5,2025-05-21,04:38:00,MST,2990,189.02111758010108,1,Copper Ore,848,Liebherr,T282E,50,Komatsu,6810,Maintenance,Waste Pile B,Waste Pile A,Pit 2,,Sarah,Davis,Night
4,1,2025-05-02,05:23:00,MST,5277,142.3459529127012,2,D&E,644,CAT,T282E,47,Komatsu,6810,Maintenance,Waste Pile A,Waste Pile A,Waste Pile A,,Maria,Williams,Night
2,7,2025-06-19,06:18:00,MST,1980,140.80036040951504,2,Copper Ore,938,Komatsu,777D,60,Komatsu,777D,Idle,Waste Pile A,Pit 2,Waste Pile A,,Maria,Williams,Morning
4,2,2025-01-09,03:42:00,MST,6354,112.06226555649263,1,Waste Rock,211,Komatsu,777D,46,Liebherr,6810,Operating,Waste Pile A,Pit 2,Waste Pile B,,Michael,Miller,Night
4,8,2025-02-27,17:23:00,MST,9713,107.93552394131339,3,Tailings,815,CAT,777D,21,Liebherr,777D,Maintenance,Pit 2,Pit 2,Waste Pile B,,Robert,Moore,Afternoon
2,1,2025-06-29,22:00:00,MST,8462,122.37753022107952,2,Waste Rock,650,Liebherr,T282E,44,CAT,T282E,Operating,Waste Pile B,Pit 2,Waste Pile B,,Sarah,Davis,Evening
2,10,2025-06-19,01:57:00,MST,7242,116.38737744652383,2,D&E,286,CAT,777D,1,Liebherr,T282E,Idle,Pit 2,Pit 2,Pit 2,,David,Brown,Night
3,5,2025-01-23,16:21:00,MST,3411,90.14871538167408,3,D&E,299,Komatsu,777D,12,Komatsu,6810,Maintenance,Waste Pile A,Pit 2,Waste Pile A,,Jessica,Taylor,Afternoon
4,3,2025-02-27,00:15:00,MST,4031,57.48207404587877,1,Copper Ore,273,CAT,6810,23,Komatsu,6810,Operating,Waste Pile A,Waste Pile B,Waste Pile A,,Sarah,Davis,Night
5,10,2025-03-09,02:28:00,MST,4894,130.81800222374494,3,Waste Rock,301,CAT,777D,74,Komatsu,6810,Operating,Pit 2,Waste Pile B,Waste Pile A,,Ashley,Thomas,Night
5,7,2025-02-02,19:57:00,MST,3891,70.1682719227586,2,Tailings,445,CAT,T282E,46,Komatsu,T282E,Operating,Pit 2,Waste Pile B,Pit 2,,Ben,Johnson,Afternoon
3,3,2025-02-25,05:54:00,MST,4630,115.59758119479251,3,D&E,873,Liebherr,T282E,1,CAT,T282E,Idle,Waste Pile A,Pit 2,Waste Pile B,,Michael,Miller,Night
2,3,2025-02-05,14:45:00,MST,4236,86.10715732813301,3,Tailings,363,CAT,777D,14,Liebherr,T282E,Idle,Pit 2,Waste Pile B,Pit 2,,David,Brown,Morning
1,9,2025-05-15,09:17:00,MST,8491,112.72764645160342,1,D&E,109,CAT,6810,11,CAT,777D,Idle,Pit 2,Pit 1,Pit 1,,Daniel,Anderson,Morning
3,8,2025-01-21,09:20:00,MST,8301,159.94673819863243,1,Copper Ore,276,Komatsu,777D,34,CAT,777D,Operating,Pit 1,Waste Pile B,Waste Pile A,,Jessica,Taylor,Morning
5,3,2025-05-25,08:21:00,MST,6038,175.3291146268069,2,Tailings,851,Komatsu,777D,40,CAT,T282E,Maintenance,Pit 2,Pit 1,Pit 1,vent is off,Emily,Wilson,Morning
5,7,2025-06-15,20:41:00,MST,1056,165.48334469824212,3,Waste Rock,640,Komatsu,T282E,36,Liebherr,6810,Idle,Waste Pile A,Waste Pile B,Pit 1,,Ashley,Thomas,Afternoon
5,4,2025-05-14,09:57:00,MST,5823,102.33654739892779,3,Waste Rock,352,Liebherr,T282E,62,Liebherr,777D,Idle,Waste Pile B,Waste Pile A,Pit 2,,Sarah,Davis,Morning
3,6,2025-05-27,15:44:00,MST,7286,66.95116613180105,3,D&E,778,CAT,6810,54,Komatsu,T282E,Maintenance,Pit 2,Pit 2,Pit 2,,Maria,Williams,Afternoon
1,6,2025-06-10,06:51:00,MST,8729,180.51303027057548,1,Tailings,459,CAT,T282E,25,Liebherr,777D,Operating,Waste Pile A,Pit 1,Pit 1,,Michael,Miller,Morning
1,8,2025-01-11,12:55:00,MST,2101,139.27054247409475,3,Waste Rock,976,Komatsu,T282E,34,Liebherr,777D,Maintenance,Pit 1,Waste Pile B,Waste Pile B,,Daniel,Anderson,Morning
1,9,2025-06-10,05:10:00,MST,1244,188.64361751249137,3,Waste Rock,876,CAT,777D,76,CAT,6810,Operating,Pit 2,Waste Pile B,Pit 1,,Ben,Johnson,Night
1,9,2025-05-03,11:52:00,MST,3579,148.71278358354044,3,Tailings,135,Komatsu,T282E,35,Liebherr,6810,Maintenance,Pit 1,Pit 1,Waste Pile A,,Daniel,Anderson,Morning
4,10,2025-05-10,03:30:00,MST,5119,64.27698768540681,1,Copper Ore,784,CAT,6810,23,Liebherr,777D,Operating,Waste Pile B,Waste Pile B,Waste Pile A,,David,Brown,Night
5,3,2025-05-23,09:01:00,MST,2917,192.9152786665457,3,Waste Rock,817,Liebherr,T282E,88,Komatsu,6810,Maintenance,Waste Pile B,Pit 2,Waste Pile A,,Emily,Wilson,Morning
1,6,2025-05-02,06:23:00,MST,3161,180.4287831061644,1,D&E,995,CAT,T282E,78,Komatsu,6810,Operating,Pit 1,Pit 2,Pit 1,,Ben,Johnson,Morning
1,10,2025-01-13,07:38:00,MST,5640,129.06508966208736,1,Copper Ore,804,Liebherr,777D,32,Komatsu,6810,Maintenance,Waste Pile A,Pit 1,Waste Pile B,,Emily,Wilson,Morning
2,6,2025-05-01,19:33:00,MST,4683,117.3794482361351,2,Waste Rock,776,Liebherr,6810,63,CAT,777D,Idle,Waste Pile A,Pit 1,Waste Pile B,,Maria,Williams,Afternoon
1,1,2025-05-08,23:17:00,MST,4986,91.2208670437629,3,Copper Ore,716,CAT,T282E,79,Liebherr,6810,Idle,Pit 1,Waste Pile A,Waste Pile B,,Maria,Williams,Night
4,6,2025-06-27,22:16:00,MST,3065,105.21016041568194,2,D&E,593,Komatsu,T282E,74,CAT,6810,Operating,Pit 1,Pit 2,Pit 1,,David,Brown,Evening
2,5,2025-03-23,13:29:00,MST,3529,196.078106056421,1,D&E,787,Komatsu,777D,95,Komatsu,6810,Maintenance,Pit 2,Pit 1,Waste Pile A,,David,Brown,Morning
3,4,2025-01-10,23:53:00,MST,5158,116.92722208714018,3,Copper Ore,696,Komatsu,T282E,20,CAT,T282E,Idle,Waste Pile B,Pit 1,Pit 1,,Robert,Moore,Night
3,4,2025-01-18,16:51:00,MST,1382,132.07228838299196,2,Waste Rock,472,Liebherr,T282E,35,CAT,T282E,Operating,Waste Pile B,Pit 2,Waste Pile A,,Emily,Wilson,Afternoon
3,7,2025-05-27,00:09:00,MST,1264,199.90641896929742,2,Tailings,433,Komatsu,6810,41,Komatsu,777D,Operating,Pit 2,Pit 2,Waste Pile A,,Sarah,Davis,Night
4,7,2025-05-09,12:57:00,MST,5494,157.5342818136607,3,Waste Rock,861,Liebherr,6810,34,Liebherr,T282E,Operating,Pit 1,Waste Pile A,Pit 1,,Maria,Williams,Morning
1,6,2025-01-04,00:40:00,MST,5761,173.35033964943923,2,Waste Rock,929,CAT,6810,71,CAT,6810,Idle,Waste Pile A,Pit 2,Pit 1,,Jessica,Taylor,Night
2,1,2025-01-30,07:59:00,MST,2279,101.35394175573627,1,Tailings,508,CAT,6810,49,Liebherr,777D,Idle,Waste Pile A,Waste Pile A,Waste Pile A,vent is off,Ben,Johnson,Morning
1,6,2025-05-27,13:30:00,MST,3563,163.22158595314448,2,Copper Ore,829,CAT,777D,55,Liebherr,T282E,Operating,Waste Pile A,Waste Pile B,Pit 2,,Ben,Johnson,Morning
4,8,2025-04-24,07:32:00,MST,1564,92.09885273170997,1,D&E,514,Liebherr,T282E,29,Liebherr,6810,Idle,Waste Pile A,Waste Pile B,Waste Pile A,,Daniel,Anderson,Morning
2,9,2025-01-23,14:34:00,MST,3325,181.26629637037257,1,Tailings,948,Komatsu,6810,2,Komatsu,777D,Operating,Pit 1,Waste Pile B,Waste Pile B,water from rain,Michael,Miller,Morning
1,7,2025-03-31,14:23:00,MST,3985,174.05926484258538,2,D&E,735,CAT,777D,45,CAT,T282E,Operating,Pit 1,Waste Pile A,Pit 1,,Jessica,Taylor,Morning
5,9,2025-02-11,02:38:00,MST,8979,149.62301361862865,1,Waste Rock,663,Liebherr,T282E,4,CAT,777D,Maintenance,Pit 1,Waste Pile B,Waste Pile A,end of shift,Emily,Wilson,Night
2,1,2025-04-04,08:15:00,MST,8276,61.80581472273911,1,Tailings,827,Liebherr,T282E,12,Liebherr,777D,Operating,Waste Pile A,Pit 2,Pit 2,,David,Brown,Morning
4,1,2025-04-11,07:50:00,MST,4907,124.82023740466316,3,Copper Ore,563,Liebherr,T282E,21,Komatsu,T282E,Idle,Pit 1,Pit 1,Waste Pile B,,Robert,Moore,Morning
4,7,2025-02-09,14:35:00,MST,9881,52.55720897946913,2,Waste Rock,501,Liebherr,T282E,99,Liebherr,T282E,Maintenance,Pit 1,Waste Pile A,Pit 2,,Jessica,Taylor,Morning
2,1,2025-01-26,22:25:00,MST,1389,133.77442799068467,2,D&E,432,Liebherr,T282E,34,CAT,777D,Operating,Waste Pile B,Pit 2,Waste Pile B,,Daniel,Anderson,Evening
1,2,2025-05-26,11:11:00,MST,6345,142.46932615525645,2,Copper Ore,175,Komatsu,6810,33,CAT,T282E,Maintenance,Pit 2,Waste Pile B,Waste Pile A,,David,Brown,Morning
4,10,2025-03-29,05:35:00,MST,7161,196.49465893354585,2,Waste Rock,597,Komatsu,T282E,83,CAT,T282E,Maintenance,Waste Pile A,Waste Pile A,Waste Pile B,,Maria,Williams,Night
1,7,2025-06-21,17:28:00,MST,5309,95.22825251973019,2,Tailings,864,Liebherr,T282E,36,Liebherr,6810,Operating,Waste Pile B,Waste Pile A,Waste Pile B,,Ashley,Thomas,Afternoon
3,10,2025-06-23,04:10:00,MST,2140,69.06748846944261,2,Tailings,824,Liebherr,6810,47,Komatsu,T282E,Operating,Waste Pile B,Waste Pile A,Pit 1,,Robert,Moore,Night
4,9,2025-06-29,21:48:00,MST,1520,142.10938199173248,3,Waste Rock,913,Komatsu,T282E,74,Liebherr,6810,Maintenance,Waste Pile A,Waste Pile B,Waste Pile A,,Robert,Moore,Evening
3,7,2025-02-05,21:21:00,MST,3357,54.990604048377584,3,Waste Rock,482,Liebherr,T282E,68,Komatsu,777D,Idle,Waste Pile A,Pit 2,Pit 1,,Jessica,Taylor,Evening
5,5,2025-04-30,05:13:00,MST,5205,172.11607524378735,3,Waste Rock,920,CAT,777D,95,CAT,777D,Operating,Pit 1,Waste Pile B,Waste Pile A,,Maria,Williams,Night
4,8,2025-02-22,08:11:00,MST,5669,73.28381132156262,3,Waste Rock,836,Komatsu,T282E,14,CAT,T282E,Idle,Waste Pile B,Pit 2,Pit 2,,Sarah,Davis,Morning
3,4,2025-03-02,14:26:00,MST,5497,59.44828697664373,1,Waste Rock,328,Komatsu,6810,89,Liebherr,6810,Maintenance,Waste Pile B,Pit 2,Waste Pile B,,Daniel,Anderson,Morning
2,2,2025-02-23,09:52:00,MST,2848,110.35240331564725,1,Copper Ore,135,CAT,6810,37,CAT,777D,Idle,Waste Pile B,Pit 1,Pit 1,,Robert,Moore,Morning
1,9,2025-01-27,12:10:00,MST,3384,172.89869568389776,2,Tailings,459,Liebherr,T282E,53,CAT,777D,Operating,Waste Pile A,Pit 2,Waste Pile A,,Jessica,Taylor,Morning
4,8,2025-01-22,13:27:00,MST,5469,192.57061016810036,2,Tailings,908,Liebherr,777D,55,Liebherr,777D,Operating,Waste Pile A,Pit 2,Pit 2,,Daniel,Anderson,Morning
2,3,2025-02-24,13:49:00,MST,8914,93.46320547976472,3,Copper Ore,944,Liebherr,6810,35,Liebherr,777D,Maintenance,Waste Pile B,Waste Pile B,Pit 2,,Sarah,Davis,Morning
3,10,2025-02-11,10:23:00,MST,5048,127.75994286838608,2,Waste Rock,835,CAT,777D,7,CAT,6810,Idle,Pit 2,Waste Pile B,Waste Pile A,,Maria,Williams,Morning
5,3,2025-05-23,14:48:00,MST,3805,131.02379797885862,1,Copper Ore,515,Liebherr,777D,63,CAT,T282E,Maintenance,Pit 1,Pit 1,Waste Pile B,,Ben,Johnson,Morning
1,9,2025-02-03,19:03:00,MST,9400,54.97394756992979,2,Copper Ore,517,CAT,6810,31,Liebherr,T282E,Maintenance,Pit 2,Pit 2,Waste Pile A,,Daniel,Anderson,Afternoon
2,9,2025-03-17,10:31:00,MST,7282,90.76253220464754,1,D&E,845,CAT,T282E,16,Liebherr,T282E,Idle,Waste Pile B,Waste Pile A,Pit 1,,Daniel,Anderson,Morning
4,10,2025-04-01,20:41:00,MST,8609,104.49466479686274,1,Copper Ore,800,Komatsu,777D,52,Liebherr,6810,Operating,Waste Pile A,Pit 2,Pit 2,,Emily,Wilson,Afternoon
3,9,2025-04-17,22:31:00,MST,4567,141.30797230714063,2,Tailings,864,CAT,T282E,94,Liebherr,777D,Idle,Waste Pile B,Waste Pile B,Pit 1,,Sarah,Davis,Evening
5,1,2025-04-07,23:19:00,MST,6179,85.08361315692451,2,Waste Rock,478,CAT,777D,7,Liebherr,777D,Operating,Pit 2,Waste Pile B,Pit 1,,Robert,Moore,Night
1,6,2025-01-23,08:50:00,MST,5330,82.7371758529557,3,Copper Ore,305,CAT,777D,98,CAT,6810,Maintenance,Pit 1,Waste Pile A,Pit 1,,Maria,Williams,Morning
4,9,2025-01-26,10:01:00,MST,5742,191.2423501325193,1,D&E,984,CAT,777D,94,Komatsu,T282E,Maintenance,Pit 1,Waste Pile B,Waste Pile A,,Robert,Moore,Morning
4,7,2025-03-09,07:05:00,MST,1216,183.66450298747907,2,Copper Ore,846,CAT,6810,46,CAT,777D,Operating,Waste Pile A,Waste Pile B,Pit 1,,Emily,Wilson,Morning
1,2,2025-02-06,12:45:00,MST,8824,151.33298536357353,2,Copper Ore,912,Liebherr,6810,2,CAT,6810,Maintenance,Waste Pile A,Pit 1,Waste Pile A,,Michael,Miller,Morning
1,4,2025-06-22,19:22:00,MST,4850,193.68285228362876,2,D&E,886,Komatsu,777D,89,CAT,T282E,Idle,Pit 2,Waste Pile A,Pit 1,,Maria,Williams,Afternoon
3,5,2025-01-13,19:56:00,MST,4979,125.36275355839533,2,Tailings,539,Liebherr,777D,77,CAT,T282E,Idle,Pit 2,Waste Pile A,Pit 2,,Daniel,Anderson,Afternoon
2,10,2025-02-11,15:50:00,MST,7453,131.0869040336617,2,D&E,189,Komatsu,T282E,75,Liebherr,777D,Maintenance,Waste Pile A,Pit 2,Waste Pile B,,Daniel,Anderson,Afternoon
1,10,2025-05-28,20:53:00,MST,5959,53.57928111634775,2,Waste Rock,239,Komatsu,T282E,14,CAT,6810,Operating,Waste Pile B,Pit 1,Waste Pile A,,Maria,Williams,Afternoon
3,5,2025-02-05,00:52:00,MST,6571,183.13933862481863,1,Waste Rock,173,Liebherr,T282E,32,Komatsu,777D,Operating,Pit 1,Pit 1,Waste Pile A,,Ashley,Thomas,Night
3,5,2025-03-16,06:57:00,MST,9685,150.86765936761628,3,Copper Ore,511,Komatsu,6810,81,Komatsu,6810,Idle,Pit 1,Pit 1,Pit 2,,Michael,Miller,Morning
1,10,2025-04-26,02:20:00,MST,3462,59.19418583898867,2,Tailings,960,Liebherr,T282E,42,Komatsu,T282E,Operating,Pit 2,Pit 2,Pit 1,,Ben,Johnson,Night
2,4,2025-05-11,01:43:00,MST,3590,184.63557562798283,2,Waste Rock,340,Komatsu,6810,32,Liebherr,T282E,Operating,Waste Pile A,Waste Pile A,Pit 2,,Robert,Moore,Night
2,8,2025-01-22,11:33:00,MST,5687,93.63870787185536,3,Copper Ore,798,Komatsu,777D,45,Liebherr,777D,Idle,Waste Pile B,Pit 2,Waste Pile B,,David,Brown,Morning
